V,E,Typ,Instance,EK_ms,Dinic_ms
1500,75000,"Dicht",8,17.421800,3.421600
1500,75000,"Dicht",9,21.124600,2.200600
1500,75000,"Dicht",10,16.978800,2.720800
1500,75000,"Dicht",11,15.076800,4.335800
1500,75000,"Dicht",12,17.878400,4.126600
1500,75000,"Dicht",13,17.755400,4.181000
1500,75000,"Dicht",14,16.481200,4.199600
1500,75000,"Dicht",15,14.946800,2.128000
1500,75000,"Dicht",16,16.084200,3.420800
1500,75000,"Dicht",17,16.552800,4.161200
1500,75000,"Dicht",18,13.497200,3.429400
1500,75000,"Dicht",19,16.089600,2.008200
1500,75000,"Dicht",20,17.801800,3.387400
1500,7500,"Unit-Cap",1,0.110800,0.413200
1500,7500,"Unit-Cap",2,0.111800,0.226400
1500,7500,"Unit-Cap",3,0.325200,0.603000
1500,7500,"Unit-Cap",4,0.145600,0.489600
1500,7500,"Unit-Cap",5,0.107600,0.264800
1500,7500,"Unit-Cap",6,0.166000,0.647800
1500,7500,"Unit-Cap",7,0.408800,0.609800
1500,7500,"Unit-Cap",8,0.254600,0.406200
1500,7500,"Unit-Cap",9,0.242400,0.617200
1500,7500,"Unit-Cap",10,0.202200,0.466600
1500,7500,"Unit-Cap",11,0.135200,0.297800
1500,7500,"Unit-Cap",12,0.298000,0.440200
1500,7500,"Unit-Cap",13,0.088400,0.260800
1500,7500,"Unit-Cap",14,0.116400,0.277800
1500,7500,"Unit-Cap",15,0.200200,0.320400
1500,7500,"Unit-Cap",16,0.147000,0.374800
1500,7500,"Unit-Cap",17,0.322800,0.631200
1500,7500,"Unit-Cap",18,0.247600,0.470400
1500,7500,"Unit-Cap",19,0.231200,0.476600
1500,7500,"Unit-Cap",20,0.305200,0.824000
1600,3200,"Dünn",1,0.129400,0.270200
1600,3200,"Dünn",2,0.031400,0.030400
1600,3200,"Dünn",3,0.007800,0.065000
1600,3200,"Dünn",4,0.044000,0.163600
1600,3200,"Dünn",5,0.152400,0.180200
1600,3200,"Dünn",6,0.032600,0.031200
1600,3200,"Dünn",7,0.091800,0.249000
1600,3200,"Dünn",8,0.080400,0.204000
1600,3200,"Dünn",9,0.000000,0.000000
1600,3200,"Dünn",10,0.031400,0.030600
1600,3200,"Dünn",11,0.052200,0.229800
1600,3200,"Dünn",12,0.028800,0.086000
1600,3200,"Dünn",13,0.145200,0.217400
1600,3200,"Dünn",14,0.170000,0.419600
1600,3200,"Dünn",15,0.325200,0.669800
1600,3200,"Dünn",16,0.041600,0.030800
1600,3200,"Dünn",17,0.000000,0.000000
1600,3200,"Dünn",18,0.032400,0.031000
1600,3200,"Dünn",19,0.030800,0.031400
1600,3200,"Dünn",20,0.027200,0.106800
1600,80000,"Dicht",1,18.920200,3.626200
1600,80000,"Dicht",2,14.271600,3.163800
1600,80000,"Dicht",3,13.714000,4.654800
1600,80000,"Dicht",4,17.584200,3.714400
1600,80000,"Dicht",5,16.861800,3.084000
1600,80000,"Dicht",6,14.212000,4.606000
1600,80000,"Dicht",7,15.272800,3.588400
1600,80000,"Dicht",8,15.104200,3.718400
1600,80000,"Dicht",9,18.462000,3.778600
1600,80000,"Dicht",10,16.923800,4.417800
1600,80000,"Dicht",11,18.099400,3.778000
1600,80000,"Dicht",12,14.656800,3.082600
1600,80000,"Dicht",13,15.514600,4.481200
1600,80000,"Dicht",14,20.311800,4.317800
1600,80000,"Dicht",15,19.774400,3.566200
1600,80000,"Dicht",16,21.351000,4.298000
1600,80000,"Dicht",17,16.905200,4.483400
1600,80000,"Dicht",18,15.881000,3.225400
1600,80000,"Dicht",19,20.718000,3.627800
1600,80000,"Dicht",20,18.435400,3.774400
1600,8000,"Unit-Cap",1,0.114200,0.173200
1600,8000,"Unit-Cap",2,0.096200,0.145600
1600,8000,"Unit-Cap",3,0.225400,0.430000
1600,8000,"Unit-Cap",4,0.195400,0.807800
1600,8000,"Unit-Cap",5,0.192800,0.669000
1600,8000,"Unit-Cap",6,0.216000,0.248200
1600,8000,"Unit-Cap",7,0.016000,0.097000
1600,8000,"Unit-Cap",8,0.151200,0.267000
1600,8000,"Unit-Cap",9,0.218000,0.664000
1600,8000,"Unit-Cap",10,0.111400,0.279600
1600,8000,"Unit-Cap",11,0.252000,0.508000
1600,8000,"Unit-Cap",12,0.104200,0.271000
1600,8000,"Unit-Cap",13,0.315800,0.775600
1600,8000,"Unit-Cap",14,0.174800,0.269200
1600,8000,"Unit-Cap",15,0.277400,0.258000
1600,8000,"Unit-Cap",16,0.073000,0.173800
1600,8000,"Unit-Cap",17,0.164600,0.519800
1600,8000,"Unit-Cap",18,0.354800,0.907000
1600,8000,"Unit-Cap",19,0.231800,0.675400
1600,8000,"Unit-Cap",20,0.154800,0.482200
1700,3400,"Dünn",1,0.001200,0.000000
1700,3400,"Dünn",2,0.000200,0.000000
1700,3400,"Dünn",3,0.000000,0.000000
1700,3400,"Dünn",4,0.000000,0.000000
1700,3400,"Dünn",5,0.223000,0.309200
1700,3400,"Dünn",6,0.051600,0.035600
1700,3400,"Dünn",7,0.086800,0.139800
1700,3400,"Dünn",8,0.135200,0.231400
1700,3400,"Dünn",9,0.018400,0.056400
1700,3400,"Dünn",10,0.105000,0.110200
1700,3400,"Dünn",11,0.092600,0.182200
1700,3400,"Dünn",12,0.292600,0.675600
1700,3400,"Dünn",13,0.235200,0.322400
1700,3400,"Dünn",14,0.235800,0.281000
1700,3400,"Dünn",15,0.000000,0.000000
1700,3400,"Dünn",16,0.136400,0.270200
1700,3400,"Dünn",17,0.098200,0.279800
1700,3400,"Dünn",18,0.308600,0.653800
1700,3400,"Dünn",19,0.035000,0.033400
1700,3400,"Dünn",20,0.105800,0.159600
1700,85000,"Dicht",1,15.228600,4.858600
1700,85000,"Dicht",2,13.292800,4.055400
1700,85000,"Dicht",3,18.137000,4.644600
1700,85000,"Dicht",4,16.325200,3.296000
1700,85000,"Dicht",5,19.514800,3.886600
1700,85000,"Dicht",6,12.561800,4.045600
1700,85000,"Dicht",7,18.191800,6.152400
1700,85000,"Dicht",8,18.965000,3.937400
1700,85000,"Dicht",9,18.447800,4.927800
1700,85000,"Dicht",10,18.587200,4.693600
1700,85000,"Dicht",11,18.125200,4.790000
1700,85000,"Dicht",12,17.375600,4.010600
1700,85000,"Dicht",13,18.114600,3.900200
1700,85000,"Dicht",14,20.212400,3.197600
1700,85000,"Dicht",15,13.570600,3.448800
1700,85000,"Dicht",16,19.762200,2.415400
1700,85000,"Dicht",17,18.536800,4.866200
1700,85000,"Dicht",18,13.892400,4.932800
1700,85000,"Dicht",19,22.731400,4.633200
1700,85000,"Dicht",20,12.669200,4.955000
1700,8500,"Unit-Cap",1,0.245800,0.247600
1700,8500,"Unit-Cap",2,0.416000,0.605000
1700,8500,"Unit-Cap",3,0.107200,0.321400
1700,8500,"Unit-Cap",4,0.304600,0.696800
1700,8500,"Unit-Cap",5,0.389600,0.415000
1700,8500,"Unit-Cap",6,0.177000,0.548800
1700,8500,"Unit-Cap",7,0.073600,0.181400
1700,8500,"Unit-Cap",8,0.160800,0.376200
1700,8500,"Unit-Cap",9,0.315000,0.716200
1700,8500,"Unit-Cap",10,0.120600,0.366200
1700,8500,"Unit-Cap",11,0.197000,0.550800
1700,8500,"Unit-Cap",12,0.175600,0.342400
1700,8500,"Unit-Cap",13,0.225800,0.667000
1700,8500,"Unit-Cap",14,0.184800,0.517400
1700,8500,"Unit-Cap",15,0.214800,0.461200
1700,8500,"Unit-Cap",16,0.130200,0.415200
1700,8500,"Unit-Cap",17,0.176800,0.515400
1700,8500,"Unit-Cap",18,0.399400,0.699000
1700,8500,"Unit-Cap",19,0.252200,0.520400
1700,8500,"Unit-Cap",20,0.291800,0.327800
1800,3600,"Dünn",1,0.000600,0.000000
1800,3600,"Dünn",2,0.046000,0.210200
1800,3600,"Dünn",3,0.088600,0.532200
1800,3600,"Dünn",4,0.038600,0.037200
1800,3600,"Dünn",5,0.000000,0.000000
1800,3600,"Dünn",6,0.045800,0.236200
1800,3600,"Dünn",7,0.231000,0.389000
1800,3600,"Dünn",8,0.158000,0.317400
1800,3600,"Dünn",9,0.339600,0.336000
1800,3600,"Dünn",10,0.208200,0.564800
1800,3600,"Dünn",11,0.012000,0.084800
1800,3600,"Dünn",12,0.049800,0.037000
1800,3600,"Dünn",13,0.040400,0.036200
1800,3600,"Dünn",14,0.124200,0.255200
1800,3600,"Dünn",15,0.192200,0.325800
1800,3600,"Dünn",16,0.468400,0.527400
1800,3600,"Dünn",17,0.038800,0.035400
1800,3600,"Dünn",18,0.195000,0.364000
1800,3600,"Dünn",19,0.049600,0.036600
1800,3600,"Dünn",20,0.348200,0.657200
1800,90000,"Dicht",1,20.618000,5.089000
1800,90000,"Dicht",2,20.398200,4.290200
1800,90000,"Dicht",3,16.275000,3.522400
1800,90000,"Dicht",4,15.109400,2.650000
1800,90000,"Dicht",5,21.591000,4.957800
1800,90000,"Dicht",6,24.763400,5.088400
1800,90000,"Dicht",7,20.115800,4.368800
1800,90000,"Dicht",8,21.299800,4.167400
1800,90000,"Dicht",9,20.370400,4.182600
1800,90000,"Dicht",10,20.789800,6.169000
1800,90000,"Dicht",11,22.115600,2.633000
1800,90000,"Dicht",12,20.256200,4.219200
1800,90000,"Dicht",13,20.175600,4.987600
1800,90000,"Dicht",14,18.350200,4.233000
1800,90000,"Dicht",15,14.048000,4.258800
1800,90000,"Dicht",16,19.955200,5.088000
1800,90000,"Dicht",17,19.682200,4.154200
1800,90000,"Dicht",18,16.970400,3.515200
1800,90000,"Dicht",19,13.778400,4.159000
1800,90000,"Dicht",20,14.554000,3.610200
1800,9000,"Unit-Cap",1,0.124000,0.119600
1800,9000,"Unit-Cap",2,0.254600,0.159800
1800,9000,"Unit-Cap",3,0.324800,0.667200
1800,9000,"Unit-Cap",4,0.299400,0.903200
1800,9000,"Unit-Cap",5,0.755000,0.545800
1800,9000,"Unit-Cap",6,0.140200,0.155000
1800,9000,"Unit-Cap",7,0.386000,0.432200
1800,9000,"Unit-Cap",8,0.153000,0.265600
1800,9000,"Unit-Cap",9,0.077800,0.089000
1800,9000,"Unit-Cap",10,0.301200,0.722800
1800,9000,"Unit-Cap",11,0.364000,0.620400
1800,9000,"Unit-Cap",12,0.132400,0.368200
1800,9000,"Unit-Cap",13,0.108400,0.119000
1800,9000,"Unit-Cap",14,0.144800,0.293000
1800,9000,"Unit-Cap",15,0.267200,0.271600
1800,9000,"Unit-Cap",16,0.132800,0.293600
1800,9000,"Unit-Cap",17,0.107800,0.169800
1800,9000,"Unit-Cap",18,0.183800,0.367400
1800,9000,"Unit-Cap",19,0.171400,0.364400
1800,9000,"Unit-Cap",20,0.282600,0.718200
1900,3800,"Dünn",1,0.113800,0.252000
1900,3800,"Dünn",2,0.203800,0.416200
1900,3800,"Dünn",3,0.099800,0.262000
1900,3800,"Dünn",4,0.042000,0.039400
1900,3800,"Dünn",5,0.050200,0.048000
1900,3800,"Dünn",6,0.049800,0.146600
1900,3800,"Dünn",7,0.052000,0.050200
1900,3800,"Dünn",8,0.271600,0.448400
1900,3800,"Dünn",9,0.000200,0.000000
1900,3800,"Dünn",10,0.083200,0.171400
1900,3800,"Dünn",11,0.078000,0.174800
1900,3800,"Dünn",12,0.073600,0.114000
1900,3800,"Dünn",13,0.000200,0.000000
1900,3800,"Dünn",14,0.172000,0.300800
1900,3800,"Dünn",15,0.710400,0.928600
1900,3800,"Dünn",16,0.124000,0.119800
1900,3800,"Dünn",17,0.098200,0.167600
1900,3800,"Dünn",18,0.217800,0.236800
1900,3800,"Dünn",19,0.000800,0.000000
1900,3800,"Dünn",20,0.000000,0.000000
1900,95000,"Dicht",1,17.090400,2.683000
1900,95000,"Dicht",2,21.018000,4.455200
1900,95000,"Dicht",3,19.407400,3.775200
1900,95000,"Dicht",4,23.058000,2.818200
1900,95000,"Dicht",5,21.972400,8.031200
1900,95000,"Dicht",6,27.542200,4.535200
1900,95000,"Dicht",7,20.821400,5.713000
1900,95000,"Dicht",8,24.012800,5.412000
1900,95000,"Dicht",9,24.454200,4.625600
1900,95000,"Dicht",10,25.576600,5.468600
1900,95000,"Dicht",11,16.927000,4.678200
1900,95000,"Dicht",12,23.763600,6.759200
1900,95000,"Dicht",13,23.277800,4.566400
1900,95000,"Dicht",14,20.814600,5.333800
1900,95000,"Dicht",15,23.461600,5.299400
1900,95000,"Dicht",16,30.165600,6.779400
1900,95000,"Dicht",17,24.809400,2.868200
1900,95000,"Dicht",18,27.398000,4.525200
1900,95000,"Dicht",19,20.238000,7.022800
1900,95000,"Dicht",20,14.680800,3.839200
1900,9500,"Unit-Cap",1,0.583200,0.962200
1900,9500,"Unit-Cap",2,0.451200,0.803600
1900,9500,"Unit-Cap",3,0.274200,0.323000
1900,9500,"Unit-Cap",4,0.125800,0.383600
1900,9500,"Unit-Cap",5,0.241400,0.827200
1900,9500,"Unit-Cap",6,0.434000,0.632600
1900,9500,"Unit-Cap",7,0.100200,0.514000
1900,9500,"Unit-Cap",8,0.236000,0.544800
1900,9500,"Unit-Cap",9,0.204000,0.350400
1900,9500,"Unit-Cap",10,0.304000,0.610400
1900,9500,"Unit-Cap",11,0.356000,0.708800
1900,9500,"Unit-Cap",12,0.224200,0.567200
1900,9500,"Unit-Cap",13,0.155400,0.179400
1900,9500,"Unit-Cap",14,0.121000,0.430000
1900,9500,"Unit-Cap",15,0.056600,0.106400
1900,9500,"Unit-Cap",16,0.279600,0.579200
1900,9500,"Unit-Cap",17,0.302200,0.568600
1900,9500,"Unit-Cap",18,0.235000,1.024000
1900,9500,"Unit-Cap",19,0.100600,0.304200
1900,9500,"Unit-Cap",20,0.130600,0.624400
2000,4000,"Dünn",1,0.439400,0.659200
2000,4000,"Dünn",2,0.291600,0.550200
2000,4000,"Dünn",3,0.000200,0.000000
2000,4000,"Dünn",4,0.045200,0.043800
2000,4000,"Dünn",5,0.259800,0.285200
2000,4000,"Dünn",6,0.133400,0.423400
2000,4000,"Dünn",7,0.052800,0.153000
2000,4000,"Dünn",8,0.048400,0.044400
2000,4000,"Dünn",9,0.126400,0.134800
2000,4000,"Dünn",10,0.167400,0.230600
2000,4000,"Dünn",11,0.054600,0.039400
2000,4000,"Dünn",12,0.259000,0.447600
2000,4000,"Dünn",13,0.045200,0.148600
2000,4000,"Dünn",14,0.000200,0.000000
2000,4000,"Dünn",15,0.058600,0.043600
2000,4000,"Dünn",16,0.073000,0.189000
2000,4000,"Dünn",17,0.046200,0.044400
2000,4000,"Dünn",18,0.100800,0.288600
2000,4000,"Dünn",19,0.000000,0.000000
2000,4000,"Dünn",20,0.000000,0.000000
2000,100000,"Dicht",1,17.355200,2.959600
2000,100000,"Dicht",2,24.216400,7.040800
2000,100000,"Dicht",3,21.420800,4.828800
2000,100000,"Dicht",4,21.560200,5.952600
2000,100000,"Dicht",5,18.845200,4.065600
2000,100000,"Dicht",6,21.657400,3.696800
2000,100000,"Dicht",7,23.934600,5.685400
2000,100000,"Dicht",8,24.392200,5.621400
2000,100000,"Dicht",9,21.723600,5.828600
2000,100000,"Dicht",10,25.419200,5.710200
2000,100000,"Dicht",11,21.585200,4.773000
2000,100000,"Dicht",12,19.356600,4.691200
2000,100000,"Dicht",13,18.857400,4.633600
2000,100000,"Dicht",14,20.250400,4.614400
2000,100000,"Dicht",15,20.943800,7.319800
2000,100000,"Dicht",16,20.212600,5.747000
2000,100000,"Dicht",17,19.869200,3.810000
2000,100000,"Dicht",18,23.269000,4.801000
2000,100000,"Dicht",19,15.654200,4.063800
2000,100000,"Dicht",20,24.380000,7.443200
2000,10000,"Unit-Cap",1,0.328200,0.589400
2000,10000,"Unit-Cap",2,0.324800,0.895600
2000,10000,"Unit-Cap",3,0.198800,0.767200
2000,10000,"Unit-Cap",4,0.170400,0.588000
2000,10000,"Unit-Cap",5,0.383400,0.529600
2000,10000,"Unit-Cap",6,0.239000,0.550400
2000,10000,"Unit-Cap",7,0.318600,0.538800
2000,10000,"Unit-Cap",8,0.296000,0.555800
2000,10000,"Unit-Cap",9,0.394600,0.589600
2000,10000,"Unit-Cap",10,0.081400,0.230200
2000,10000,"Unit-Cap",11,0.042000,0.322000
2000,10000,"Unit-Cap",12,0.429400,0.780200
2000,10000,"Unit-Cap",13,0.200400,0.414800
2000,10000,"Unit-Cap",14,0.289400,0.578200
2000,10000,"Unit-Cap",15,0.118600,0.554400
2000,10000,"Unit-Cap",16,0.441000,0.768600
2000,10000,"Unit-Cap",17,0.406800,0.842000
2000,10000,"Unit-Cap",18,0.254600,0.380200
2000,10000,"Unit-Cap",19,0.227200,0.969600
2000,10000,"Unit-Cap",20,0.075800,0.100600
